player_id,club_id,first_name,last_name,club,position,nationality,shirt_num,best_player_counter
413,134,Isaac,Success  ,Watford,LW,Nigeria,10,0
414,134,Adrian,Mariappa  ,Watford,CB,Jamaica,81,0
415,134,Nathaniel,Chalobah  ,Watford,DM,England,71,0
416,134,Mauro,Zarate  ,Watford,SS,Argentina,62,0
417,134,Costel,Pantilimon  ,Watford,GK,Romania,42,0
418,134,Kiko,Femenia  ,Watford,RB,Spain,97,0
419,134,Steven,Berghuis  ,Watford,RW,Netherlands,55,0
420,134,Will,Hughes  ,Watford,CM,England,11,0
421,135,Gareth,McAuley  ,West Bromwich Albion,CB,Northern Ireland,33,0
422,135,Salomon,Rondon  ,West Bromwich Albion,CF,Venezuela,46,0
423,135,Matt,Phillips  ,West Bromwich Albion,RW,Scotland,33,0
424,135,Ben,Foster  ,West Bromwich Albion,GK,England,46,0
425,135,Nacer,Chadli  ,West Bromwich Albion,LW,Belgium,20,0
426,135,Craig,Dawson  ,West Bromwich Albion,RB,England,29,0
427,135,Chris,Brunt  ,West Bromwich Albion,LM,Northern Ireland,85,0
428,135,James,Morrison  ,West Bromwich Albion,CM,Scotland,4,0
429,135,Jonny,Evans  ,West Bromwich Albion,CB,Northern Ireland,54,0
430,135,Jake,Livermore  ,West Bromwich Albion,DM,England,38,0
431,135,Allan,Nyom  ,West Bromwich Albion,RB,Cameroon,12,0
432,135,Jay,Rodriguez  ,West Bromwich Albion,CF,England,86,0
433,135,Claudio,Yacob  ,West Bromwich Albion,DM,Argentina,49,0
434,135,James,McClean  ,West Bromwich Albion,LW,Ireland,7,0
435,135,Hal,Robson-Kanu  ,West Bromwich Albion,LW,Wales,34,0
436,135,Jonathan,Leko  ,West Bromwich Albion,RW,England,58,0
437,135,Sam,Field  ,West Bromwich Albion,CM,England,77,0
438,135,Boaz,Myhill  ,West Bromwich Albion,GK,Wales,74,0
439,135,Ahmed,Hegazy  ,West Bromwich Albion,CB,Egypt,93,0
440,136,Robert,Snodgrass  ,West Ham United,RW,Scotland,3,0
441,136,Manuel,Lanzini  ,West Ham United,AM,Argentina,83,0
442,136,Michail,Antonio  ,West Ham United,RW,England,82,0
443,136,Winston,Reid  ,West Ham United,CB,New Zealand,64,0
444,136,Jose,Fonte  ,West Ham United,CB,Portugal,96,0
445,136,Andre,Ayew  ,West Ham United,LW,Ghana,69,0
446,136,Cheikhou,Kouyate  ,West Ham United,DM,Senegal,85,0
447,136,Mark,Noble  ,West Ham United,CM,England,54,0
448,136,Darren,Randolph  ,West Ham United,GK,Ireland,74,0
449,136,James,Collins  ,West Ham United,CB,Wales,34,0
450,136,Andy,Carroll  ,West Ham United,CF,England,97,0
451,136,Adrian,Abel,West Ham United,GK,Spain,76,0
452,136,Aaron,Cresswell  ,West Ham United,LB,England,47,0
453,136,Pedro,Obiang  ,West Ham United,CM,Spain,56,0
454,136,Sofiane,Feghouli  ,West Ham United,RW,Algeria,39,0
455,136,Angelo,Ogbonna  ,West Ham United,CB,Italy,94,0
456,136,Pablo,Zabaleta  ,West Ham United,RB,Argentina,49,0
457,136,Edimilson,Fernandes  ,West Ham United,CM,Switzerland,32,0
458,136,Arthur,Masuaku  ,West Ham United,LB,Congo DR,58,0
459,136,Sam,Byram  ,West Ham United,RB,England,92,0
460,136,Ashley,Fletcher  ,West Ham United,CF,England,85,0
461,136,Diafra,Sakho  ,West Ham United,CF,Senegal,79,0
